PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
277665580,22052812,99,2022-04-09T00:31:00,"2100 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,501,,,,
277690988,22053107,99,2022-04-09T16:09:00,"Morrowfield Ave & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,LOST PROPERTY,9504 Lost Property,1414,5,3,-79.9254765034465,40.4279614484466
277693776,22053133,26,2022-04-09T17:04:00,"300 Block Camfield St Pittsburgh, PA 15210",Y,Bon Air,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1806,4,5,-79.9982589776839,40.4077702634015
275894124,22041879,27,2022-03-21T05:56:00,"31st St & Mulberry Way Pittsburgh, PA 15201",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9718966852669,40.4601024175725
-3417131977,22042338,27,2022-03-22T07:25:00,"50 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,3,3,-79.9877042137667,40.4201570403779
275914158,22042386,6,2022-03-22T08:45:00,"1300 Block Buena Vista St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2206,1,1,-80.0142560850505,40.4561204999661
275932527,22042344,5,2022-03-22T07:00:00,"1700 Block 5th Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,BURGLARY,3502 Burglary.,305,6,3,-79.9824833902821,40.4382975809205
275935852,22042365,6,2022-03-22T07:15:00,"300 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1404,8,3,-79.9130515177852,40.4512102510232
275939610,22042408,6,2022-03-21T11:00:00,"300 Block E North Ave Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2304,,,-79.8427960425285,40.4125315408834
275949494,22042527,99,2022-03-22T13:26:00,"200 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,FOUND PROPERTY,9489 Found Property,3001,,,,
275954655,22042530,0,2022-03-22T13:58:00,"2100 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1609,3,3,-79.9760719669211,40.4283146103026
275958256,22042573,0,2022-03-22T15:20:00,"40 Block Zulema St Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): ,406,,,,
275970407,22042618,99,2022-03-22T15:46:00,"10th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-79.9956124166667,40.4444643659456
275971472,22042643,10,2022-03-22T17:07:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",509,6,3,-79.9746251357847,40.4498408057687
275982674,22042668,10,2022-03-22T17:49:00,"E Warrington Ave & Allen St Pittsburgh, PA 15210",Y,Allentown,3,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,1803,3,5,-79.993741131751,40.4218100855544
275982754,22042667,99,2022-03-22T17:30:00,"3000 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1918,4,5,-80.0285329382489,40.3945520191713
275989540,22042788,6,2022-03-22T21:00:00,"300 Block Clover St Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1603,3,3,-79.9720272547601,40.4147454724185
277580925,22051988,0,2022-04-07T10:00:00,"300 Block Heldman St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,3503(a) Criminal Trespass,305,,,,
277596093,22052164,99,2022-04-07T22:53:00,"600 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1915,,,,
-3556027933,22052395,10,2022-04-08T09:00:00,"1500 Block Crucible St Pittsburgh, PA 15204",N,Crafton Heights,6,HARRASSMENT,2709(a) Harassment.,2814,,,,
277629089,22052361,10,2022-04-08T09:13:00,"5100 Block Blair St Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 13(a)(31) Marijuana: Possession Small Amount / 4304(a)(1) Endangering Welfare of Children.,1501,5,3,-79.9464580047679,40.4065376745053
277632286,22052461,0,2022-04-08T13:00:00,"100 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): Non-reportable crash involving city vehicle,1914,2,5,-80.0073760146438,40.4294831107355
277632431,22052417,27,2022-04-08T11:57:00,"4500 Block Carroll St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,903,7,2,-79.9513159328587,40.4652687247021
277645456,22052463,99,2022-04-08T11:30:00,"200 Block Elmore St Pittsburgh, PA 15219",N,Middle Hill,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,501,6,3,-79.9754116022702,40.4418354617292
277664887,22052772,0,2022-04-08T23:04:00,"900 Block Benton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,99,2701(a)(2) Simple Asslt - Neg. Cause Bod. Harm Deadly Weap.,2708,1,1,-80.0344867885366,40.4890631665136
275862194,22042078,6,2022-03-21T18:23:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,705,,,,
275881890,22040389,24,2022-03-19T17:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1115,8,2,-79.92259331497,40.4601393368172
275922409,22042429,99,2022-03-21T20:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
275930698,22042428,6,2022-03-22T11:00:00,"300 Block Jucunda St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,3,5,-79.9932429500465,40.4170917448537
277712415,22053400,4,2022-04-10T02:07:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault.,2205,1,1,-80.0096363483307,40.4549103553127
277715745,22053513,27,2022-04-10T10:30:00,"1500 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.0334087489425,40.4686273297932
277716178,22053528,27,2022-04-10T10:20:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1302,9,2,-79.887729584877,40.4565467004881
-3318006499,22052389,27,2022-04-08T10:02:00,"Penn Ave & 32nd St Pittsburgh, PA 15201",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.9699523341658,40.460779711772
-3532021783,22053761,99,2022-04-10T19:04:00,"1500 Block Greencrest Dr Pittsburgh, PA 15226",N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3206,,,,
-3318006512,22053626,11,2022-04-10T15:19:00,"4900 Block Penn Ave Pittsburgh, PA 15224",N,Garfield,5,CREDIT CARDS,4106 Access Device Fraud,1017,7,2,-79.9448703874501,40.464954026381
276253577,22044200,0,2022-03-25T02:35:00,"S 21st St & Josephine St Pittsburgh, PA 15203",Y,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1301 Registration and Certificate of Title Required.,1608,3,3,-79.9766559468854,40.4249311497932
276295257,22044344,27,2022-03-25T10:05:00,"200 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2607,4,5,-79.994601121637,40.3929022683438
276297057,22044349,10,2022-03-25T10:15:00,"200 Block Paulson Ave Pittsburgh, PA 15206",Y,Larimer,5,HARRASSMENT,2709 Harassment (Non-Specific),1208,,,,
276304497,22044409,6,2022-03-23T06:00:00,"500 Block Lockhart St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2304,1,1,-80.0001221005999,40.4526808938104
276331283,22044561,99,2022-03-25T16:53:00,"200 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,,,,
276356887,22044697,99,2022-03-25T21:10:00,"200 Block E Meyers St Pittsburgh, PA 15210",N,Carrick,3,AIDED CASE,9497 Aided Case,2902,4,3,-79.985800024621,40.4002798855465
276360461,22044763,10,2022-03-25T22:55:00,"Washington Blvd & Allegheny River Blvd Pittsburgh, PA 15206",N,Highland Park,5,SIMPLE ASSAULT,2701 Simple Assault.,1106,7,2,-79.9078496292392,40.4842769808723
276362668,22044788,0,2022-03-25T23:18:00,"1300 Block Goettmann St Pittsburgh, PA 15212",N,Troy Hill,1,99,9999 9999 - (Misc. Incident): ,2406,1,1,-79.9874467631759,40.4586553915809
277763267,22053958,27,2022-04-11T07:00:00,"20 Block Cowan St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.0101541361571,40.4280244002818
-3218175768,22053994,10,2022-04-11T09:30:00,"1800 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT,2709(a) Harassment.,2901,4,3,-79.9892980059539,40.39689177326
277804052,22054076,5,2022-04-11T08:30:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,1918,4,5,-80.0216956268774,40.3945911346561
277819641,22054169,99,2022-04-11T14:35:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,AIDED CASE,9497 Aided Case,305,6,3,-79.9838080970159,40.4383581600989
275920129,22042356,0,2022-03-22T08:05:00,"1200 Block Yetta Ave Pittsburgh, PA 15212",Y,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): Possible Overdose,2620,1,1,-79.9930113082597,40.4632040055709
275967990,22042639,11,2022-03-21T12:44:00,"100 Block Charles St Pittsburgh, PA 15210",N,Knoxville,3,CREDIT CARDS,4106 Access Device Fraud,3001,3,5,-79.988182545885,40.4166475121147
275975334,22042703,99,2022-03-22T15:00:00,"200 Block Conover Rd Pittsburgh, PA 15206",N,Point Breeze,4,FOUND PROPERTY,9489 Found Property,1404,8,3,-79.91199260569,40.4526972710405
275992841,22042826,10,2022-03-22T22:38:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",1301,9,2,-79.887729584877,40.4565467004881
